Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
22,male,106767,bachelor,0,sunbathing,1951,urban,198,175,summer,1,0,0
65,male,58615,bachelor,2,skiing,3257,urban,208,91,winter,0,0,0
36,female,113769,master,0,sunbathing,1635,urban,76,9,summer,0,1,0
21,male,22890,high school,8,swimming,2302,suburban,17,69,summer,0,1,0
52,female,114053,master,4,sunbathing,3574,suburban,222,66,spring,1,0,0
66,male,71029,bachelor,2,hiking,1380,rural,296,228,summer,1,0,0
34,female,35159,doctorate,1,skiing,1033,urban,11,14,winter,1,0,1
61,male,34750,high school,6,hiking,3015,urban,14,33,fall,0,1,1
45,female,35616,bachelor,1,swimming,886,rural,11,251,fall,0,0,0
47,female,102866,master,2,hiking,4404,rural,253,299,spring,1,0,1
46,male,77535,high school,5,sunbathing,2840,rural,33,230,summer,0,1,0
63,female,60172,high school,3,hiking,2852,suburban,8,70,winter,1,1,1
23,non-binary,81136,bachelor,7,hiking,2194,suburban,148,195,summer,0,1,1
52,male,49023,doctorate,6,sunbathing,3524,urban,239,266,fall,1,1,0
58,female,36244,bachelor,6,swimming,3763,suburban,5,297,summer,1,0,0
54,male,52515,master,2,skiing,3177,suburban,89,262,winter,1,0,1
41,male,80154,master,7,sunbathing,2324,rural,243,135,summer,0,0,0
46,female,119374,master,7,skiing,770,urban,152,298,spring,1,1,1
66,non-binary,108412,doctorate,7,sunbathing,2262,suburban,286,93,fall,0,1,0
63,male,22857,high school,3,sunbathing,1661,urban,53,161,summer,0,1,0
48,non-binary,90606,bachelor,2,sunbathing,1572,rural,58,43,winter,1,1,0
52,non-binary,118456,high school,2,hiking,1379,rural,201,98,winter,0,1,0
50,female,119954,high school,2,hiking,3023,urban,45,210,fall,0,1,1
69,female,105890,high school,4,skiing,4755,urban,279,37,spring,1,0,0
38,male,119634,high school,4,swimming,2855,urban,225,240,winter,0,0,0
49,female,67371,doctorate,8,swimming,4279,urban,13,16,fall,1,0,0
40,male,82375,master,0,skiing,3694,rural,127,207,spring,1,0,1
50,male,115519,master,0,hiking,3113,urban,35,191,winter,1,0,1
20,non-binary,46929,doctorate,4,hiking,2382,urban,232,228,winter,0,1,0
35,female,47715,doctorate,1,swimming,1528,rural,128,161,summer,1,0,0
42,female,118588,bachelor,5,skiing,4029,rural,204,100,spring,0,1,0
59,male,38974,doctorate,2,sunbathing,2333,suburban,275,283,spring,1,1,0
48,non-binary,91135,bachelor,3,hiking,1548,rural,225,221,fall,0,1,0
20,female,48695,bachelor,3,skiing,3976,suburban,26,63,spring,0,1,1
57,non-binary,64042,doctorate,5,hiking,4187,suburban,265,284,fall,0,1,1
63,non-binary,26782,master,4,skiing,4142,suburban,277,283,winter,1,0,1
41,male,47933,doctorate,9,swimming,4214,urban,218,290,fall,0,0,0
67,female,47632,high school,1,hiking,4018,urban,239,189,spring,1,0,0
49,female,106802,high school,3,sunbathing,2828,suburban,110,281,summer,1,0,0
64,female,98597,high school,4,sunbathing,1788,suburban,118,35,fall,1,0,0
39,non-binary,75425,bachelor,4,swimming,3638,urban,101,57,fall,1,0,0
40,female,57606,bachelor,9,sunbathing,4534,suburban,229,165,fall,1,0,0
19,male,91442,high school,1,sunbathing,643,suburban,66,65,winter,1,1,0
44,non-binary,110351,high school,0,sunbathing,1174,suburban,152,253,spring,0,0,0
59,female,27719,doctorate,6,swimming,3098,suburban,50,118,spring,1,1,0
19,non-binary,44721,doctorate,2,skiing,4114,rural,41,193,fall,0,1,1
43,non-binary,29507,doctorate,4,hiking,1599,suburban,238,71,spring,0,1,0
34,non-binary,50007,doctorate,8,skiing,3629,urban,296,247,fall,1,1,0
57,male,69459,bachelor,1,skiing,4287,rural,57,158,spring,0,1,1
50,female,77141,master,7,skiing,4041,urban,118,134,fall,1,1,1
26,female,70036,doctorate,4,sunbathing,4331,rural,241,258,winter,0,0,0
60,non-binary,27797,bachelor,6,hiking,4615,urban,139,249,summer,1,0,1
65,female,94353,bachelor,6,skiing,3646,urban,274,203,spring,0,0,0
56,non-binary,79923,doctorate,3,hiking,1153,rural,230,169,spring,0,1,0
46,non-binary,112388,high school,6,swimming,3596,rural,188,141,summer,1,1,0
59,non-binary,76101,high school,5,swimming,1361,rural,214,288,spring,0,0,0
43,male,74291,high school,8,swimming,4273,urban,252,156,spring,1,1,0
52,female,104227,bachelor,9,sunbathing,4590,urban,246,223,winter,0,1,0
67,non-binary,92688,high school,3,swimming,4649,rural,223,171,spring,0,1,0
42,female,98437,bachelor,5,sunbathing,4435,rural,93,208,winter,1,1,0
41,male,71396,master,3,skiing,3895,suburban,10,214,fall,0,1,1
30,male,57253,doctorate,8,skiing,4906,suburban,118,203,fall,1,0,1
24,non-binary,78046,bachelor,9,skiing,916,suburban,295,46,winter,1,1,0
53,male,77689,high school,0,hiking,2326,rural,277,135,summer,1,0,0
62,male,112800,doctorate,1,swimming,3188,rural,111,110,winter,0,0,0
37,male,60063,high school,7,hiking,2204,urban,20,64,winter,1,1,1
18,male,91793,master,4,swimming,1745,suburban,227,271,spring,0,1,0
25,male,55774,high school,5,swimming,3092,suburban,215,264,spring,1,1,0
63,male,105198,doctorate,5,skiing,4761,suburban,236,5,spring,1,0,0
33,female,22895,high school,0,swimming,4644,rural,183,156,summer,0,0,0
31,male,44406,master,6,sunbathing,3203,rural,152,222,spring,1,0,0
29,female,51848,doctorate,1,sunbathing,3631,urban,261,77,fall,1,0,0
68,non-binary,76021,master,6,sunbathing,2554,suburban,60,231,spring,0,1,0
40,male,69077,doctorate,9,hiking,1782,rural,80,79,spring,0,0,0
32,male,102628,bachelor,4,sunbathing,1009,rural,263,293,spring,1,0,0
45,female,119498,doctorate,3,hiking,4178,suburban,286,141,summer,1,0,0
51,male,36644,high school,8,skiing,3178,rural,247,4,fall,1,1,0
19,female,64809,doctorate,8,swimming,4519,suburban,153,265,winter,0,1,0
49,female,112021,high school,5,sunbathing,3702,suburban,93,111,fall,0,0,0
40,male,105155,doctorate,0,sunbathing,2357,suburban,130,223,winter,0,0,0
39,non-binary,45250,master,0,swimming,1776,suburban,288,160,fall,0,1,0
68,non-binary,78670,high school,9,skiing,2356,suburban,281,67,summer,1,1,0
42,non-binary,76207,high school,1,swimming,1346,rural,106,146,summer,1,1,0
39,female,50884,high school,1,sunbathing,4077,urban,226,220,summer,1,1,0
39,female,110025,high school,9,sunbathing,3464,rural,292,35,spring,1,1,0
66,male,103183,bachelor,7,sunbathing,3907,rural,143,279,summer,0,0,0
69,female,51271,master,2,skiing,2696,suburban,210,103,summer,1,0,0
59,non-binary,99375,high school,0,skiing,3747,rural,271,221,fall,0,1,0
23,male,118500,doctorate,5,skiing,1891,rural,274,49,fall,1,1,0
32,non-binary,119594,high school,7,sunbathing,3077,urban,33,201,spring,1,1,0
60,male,86610,high school,5,sunbathing,807,suburban,38,185,winter,0,1,0
54,non-binary,43919,master,3,swimming,4344,suburban,270,105,spring,1,0,0
50,male,105357,master,8,skiing,2166,rural,230,213,spring,1,1,0
25,non-binary,77581,high school,9,skiing,4046,rural,226,122,fall,0,1,0
61,female,64367,bachelor,7,sunbathing,1204,urban,148,237,summer,1,1,0
61,non-binary,119249,bachelor,0,skiing,1477,suburban,70,296,summer,0,1,1
22,male,110818,doctorate,5,hiking,3603,suburban,138,172,summer,0,1,1
56,non-binary,78432,doctorate,7,skiing,502,rural,131,130,fall,1,1,0
21,female,36173,doctorate,3,hiking,1847,rural,90,215,summer,0,0,1
23,male,41855,doctorate,8,sunbathing,4172,urban,89,15,summer,1,0,0
62,female,75061,bachelor,8,sunbathing,3340,suburban,203,9,spring,1,0,0
49,non-binary,99179,bachelor,1,swimming,2206,urban,117,89,winter,1,0,0
69,male,80293,master,8,sunbathing,1160,urban,205,46,summer,1,1,0
47,non-binary,69318,master,2,hiking,2312,suburban,270,148,spring,0,1,0
64,male,84104,doctorate,6,skiing,2084,rural,81,197,spring,1,1,1
52,female,64628,high school,9,swimming,2423,urban,164,135,summer,0,1,0
57,female,56831,master,6,swimming,4938,rural,273,102,fall,0,1,0
69,female,38224,bachelor,1,sunbathing,4155,rural,103,114,fall,1,0,0
33,non-binary,33168,high school,6,sunbathing,3573,suburban,32,143,fall,1,0,0
30,male,58414,master,3,sunbathing,1469,suburban,223,65,winter,0,0,0
67,female,36160,high school,7,swimming,3770,urban,152,274,winter,0,1,0
59,non-binary,40575,master,7,sunbathing,2895,suburban,50,194,fall,1,0,0
47,non-binary,65281,doctorate,8,sunbathing,3029,rural,47,125,fall,0,0,0
36,male,97299,doctorate,6,skiing,3271,rural,12,275,fall,0,1,1
34,female,25749,high school,1,swimming,3878,suburban,50,194,winter,0,0,0
36,non-binary,76518,bachelor,6,sunbathing,2189,urban,173,139,fall,1,0,0
45,female,114860,bachelor,3,sunbathing,2706,suburban,47,47,spring,0,1,0
43,male,28884,doctorate,7,hiking,1459,urban,137,52,fall,1,1,0
54,female,100038,doctorate,7,swimming,1996,urban,268,75,summer,0,0,0
43,female,48613,bachelor,0,sunbathing,3029,suburban,285,47,fall,0,0,0
40,non-binary,43432,doctorate,7,hiking,1137,suburban,247,77,spring,1,0,0
26,non-binary,21129,master,9,sunbathing,3872,suburban,235,91,summer,0,0,0
29,male,115097,doctorate,3,swimming,3133,suburban,193,297,winter,0,1,0
18,male,81405,high school,1,skiing,2174,rural,39,138,winter,0,1,1
18,male,77108,doctorate,9,swimming,947,rural,225,107,winter,0,0,0
64,non-binary,101035,doctorate,7,hiking,3358,urban,275,77,summer,0,1,0
51,male,53868,bachelor,3,swimming,695,suburban,289,178,winter,0,1,0
49,male,59805,bachelor,9,hiking,1955,urban,146,97,spring,0,0,0
65,non-binary,95825,high school,5,skiing,617,suburban,15,144,spring,1,0,1
42,male,82092,bachelor,5,swimming,3291,urban,285,251,spring,0,1,0
57,non-binary,90323,high school,9,skiing,1208,rural,247,85,summer,0,0,0
62,male,113658,master,7,swimming,3908,suburban,214,145,summer,0,1,0
18,non-binary,20347,bachelor,4,swimming,975,urban,85,291,spring,0,0,0
33,female,59396,high school,6,hiking,4091,suburban,8,256,winter,0,0,1
56,non-binary,69359,doctorate,5,sunbathing,4713,urban,60,136,winter,1,1,0
22,non-binary,99476,high school,5,swimming,3510,rural,244,250,spring,0,1,0
39,non-binary,67764,high school,0,skiing,967,suburban,114,95,fall,0,1,0
46,male,60118,doctorate,4,sunbathing,4770,urban,46,60,spring,1,0,0
20,non-binary,21545,bachelor,4,sunbathing,1046,rural,250,49,summer,0,1,0
29,non-binary,74221,doctorate,1,hiking,2798,urban,198,61,spring,1,1,0
43,male,69782,master,8,sunbathing,3134,urban,59,31,summer,0,0,0
33,female,95867,high school,7,swimming,4773,suburban,25,14,fall,0,0,0
68,non-binary,71868,doctorate,3,skiing,2039,suburban,252,274,winter,0,0,1
54,male,66190,master,1,swimming,4665,urban,175,293,spring,0,1,0
39,female,64711,master,4,skiing,3477,rural,129,292,summer,0,0,1
46,non-binary,85154,bachelor,9,skiing,3797,suburban,81,77,spring,0,0,0
31,female,67616,master,6,swimming,656,urban,36,163,spring,0,0,0
45,non-binary,105286,high school,8,swimming,4332,urban,6,284,summer,0,0,0
22,non-binary,77473,master,6,skiing,2374,suburban,258,82,spring,0,0,0
64,female,60649,master,6,swimming,3226,urban,102,67,summer,0,0,0
66,female,101566,doctorate,5,hiking,3997,urban,111,64,winter,1,0,0
47,female,55473,bachelor,8,swimming,1701,suburban,177,208,spring,0,0,0
63,non-binary,73382,master,2,hiking,850,rural,129,175,winter,0,0,1
69,non-binary,86308,high school,6,skiing,609,rural,143,204,winter,1,0,1
22,male,106428,high school,9,hiking,1066,urban,164,150,summer,0,0,0
29,male,52707,high school,1,skiing,1250,urban,33,153,winter,0,0,1
33,male,101079,bachelor,8,sunbathing,3030,urban,209,216,spring,1,1,0
43,non-binary,62050,bachelor,4,swimming,4569,suburban,122,60,fall,0,1,0
43,female,94823,high school,8,swimming,2722,suburban,163,274,fall,1,1,0
65,male,53355,master,5,swimming,956,urban,238,161,summer,0,1,0
38,non-binary,76599,bachelor,7,hiking,3994,suburban,9,142,winter,0,0,1
56,female,48946,master,4,skiing,1176,rural,154,165,fall,0,1,1
53,male,105750,master,0,sunbathing,1249,rural,121,276,fall,0,0,0
50,female,84611,doctorate,9,hiking,3095,urban,275,298,fall,1,0,1
47,female,69233,doctorate,4,sunbathing,665,suburban,125,239,summer,0,1,0
54,male,106823,bachelor,5,swimming,1319,urban,217,187,fall,0,1,0
40,male,90391,master,4,skiing,2127,urban,95,249,fall,1,1,1
27,non-binary,48286,master,0,skiing,1749,urban,139,132,summer,0,1,0
22,female,68383,high school,0,skiing,632,urban,5,13,summer,0,1,1
53,male,104769,master,3,skiing,1819,rural,95,278,spring,0,1,1
51,male,85240,master,6,hiking,2564,urban,75,260,winter,1,1,1
69,female,57499,bachelor,8,skiing,3143,suburban,109,43,winter,0,0,0
48,female,51750,bachelor,3,skiing,4858,rural,50,254,fall,0,0,1
27,female,63082,master,4,hiking,2430,suburban,279,292,winter,0,1,1
36,male,89157,master,4,hiking,3953,rural,76,96,spring,0,1,1
49,male,70066,doctorate,9,sunbathing,4176,rural,75,285,winter,1,1,0
18,non-binary,25932,bachelor,4,hiking,1983,suburban,267,58,fall,0,1,0
22,female,62643,master,3,skiing,4219,suburban,153,2,summer,1,1,0
62,male,96250,high school,6,sunbathing,2818,rural,9,155,spring,0,0,0
21,male,106238,doctorate,0,hiking,756,urban,215,137,spring,1,1,0
33,female,62712,master,3,hiking,4937,urban,278,30,spring,0,0,0
41,male,30103,doctorate,4,sunbathing,3695,rural,25,198,spring,0,1,0
33,female,101025,master,6,swimming,4917,suburban,33,164,summer,0,1,0
19,male,32252,master,2,sunbathing,4709,rural,237,287,spring,0,0,0
66,female,43076,doctorate,1,sunbathing,1762,suburban,67,237,summer,1,0,0
45,female,26174,master,3,hiking,4365,rural,135,236,winter,1,1,1
49,male,107593,bachelor,6,hiking,1652,rural,0,169,fall,0,1,1
44,female,38029,doctorate,1,swimming,3051,suburban,96,217,summer,0,1,0
37,non-binary,96756,master,6,swimming,3392,rural,12,119,summer,1,0,0
41,non-binary,87552,doctorate,7,skiing,819,rural,202,118,spring,0,1,0
29,female,92393,high school,5,hiking,545,rural,230,8,spring,1,0,0
67,non-binary,87579,master,8,skiing,995,urban,116,21,winter,0,1,0
52,male,67701,high school,0,hiking,2014,urban,52,251,fall,0,0,1
50,male,86740,doctorate,9,sunbathing,4467,urban,16,32,winter,1,0,0
50,female,76202,bachelor,1,skiing,606,rural,39,6,spring,1,1,0
68,male,110485,high school,3,swimming,1734,urban,292,113,summer,1,0,0
60,male,41864,bachelor,7,sunbathing,2604,suburban,106,276,summer,0,1,0
54,non-binary,96747,bachelor,2,swimming,904,rural,36,222,fall,0,1,0
29,male,83987,bachelor,7,sunbathing,2430,urban,286,296,winter,0,0,0
20,male,96005,high school,3,hiking,1066,rural,159,235,spring,1,0,1
18,non-binary,107052,doctorate,4,swimming,806,suburban,38,70,winter,1,1,0
50,female,41925,doctorate,2,swimming,4401,rural,275,95,summer,1,1,0
57,female,100913,doctorate,5,skiing,3383,suburban,205,272,winter,0,0,1
27,non-binary,109487,high school,2,skiing,4138,suburban,226,236,summer,1,1,1
60,non-binary,89800,high school,8,sunbathing,4057,urban,135,280,summer,0,0,0
61,male,21073,bachelor,5,hiking,3427,rural,284,297,summer,1,1,1
46,male,67209,master,0,sunbathing,2335,suburban,0,206,summer,0,0,0
30,female,105210,high school,9,swimming,2426,rural,11,244,spring,1,0,0
29,female,27873,high school,2,skiing,2961,suburban,59,238,winter,0,0,1
48,non-binary,20040,high school,7,hiking,2793,suburban,82,92,winter,1,0,1
63,male,93073,master,1,swimming,1519,suburban,143,237,spring,1,1,0
19,non-binary,21655,bachelor,7,hiking,2813,suburban,66,141,spring,0,1,1
68,female,73786,doctorate,9,sunbathing,662,urban,57,159,spring,0,1,0
67,female,30938,master,5,hiking,1816,suburban,277,288,spring,0,1,1
52,non-binary,70496,doctorate,3,hiking,946,suburban,33,107,winter,0,0,1
40,male,79533,doctorate,1,sunbathing,2817,suburban,25,205,winter,0,1,0
34,male,20930,master,2,skiing,3469,urban,151,101,fall,0,0,0
43,non-binary,34614,doctorate,1,hiking,1688,suburban,239,256,spring,1,1,1
25,female,46090,master,9,swimming,3439,rural,94,48,winter,1,0,0
46,non-binary,111674,bachelor,3,sunbathing,2465,rural,182,129,summer,1,0,0
43,non-binary,114641,high school,4,swimming,800,urban,6,63,spring,1,1,0
27,male,62849,high school,4,swimming,4779,suburban,233,30,fall,1,0,0
43,female,78032,high school,0,swimming,3145,urban,100,261,winter,0,1,0
51,female,97658,doctorate,8,hiking,4533,suburban,71,255,spring,0,0,1
68,male,28162,doctorate,0,hiking,4473,suburban,154,267,fall,1,1,1
58,female,88948,bachelor,4,skiing,797,urban,192,173,summer,1,0,0
24,female,38534,master,1,sunbathing,2094,urban,57,62,spring,0,1,0
21,male,61858,bachelor,3,skiing,3666,urban,193,14,spring,0,1,0
67,female,110435,bachelor,4,sunbathing,1711,rural,30,175,fall,1,1,0
62,female,80174,master,5,sunbathing,3491,urban,30,37,fall,1,0,0
28,non-binary,89314,doctorate,8,skiing,2922,suburban,284,76,summer,0,0,0
46,female,26658,bachelor,2,sunbathing,1173,urban,294,228,summer,0,1,0
53,non-binary,25107,doctorate,8,swimming,768,suburban,159,297,winter,0,1,0
42,non-binary,68657,master,2,swimming,2288,rural,163,199,spring,1,1,0
38,non-binary,86413,bachelor,1,swimming,4988,rural,6,154,winter,1,1,0
53,male,26836,doctorate,5,hiking,2084,rural,22,59,winter,0,1,1
27,male,112424,bachelor,4,hiking,1356,urban,28,166,summer,1,1,1
54,female,42631,doctorate,6,hiking,1475,urban,286,135,summer,1,1,0
26,non-binary,26055,bachelor,2,skiing,2049,rural,271,133,summer,0,0,0
41,female,26583,master,8,hiking,2958,rural,274,74,winter,1,0,0
52,female,81196,bachelor,0,skiing,3162,suburban,144,215,summer,1,1,1
66,female,73166,high school,2,skiing,708,suburban,209,197,summer,0,1,0
52,female,117609,high school,4,sunbathing,1547,suburban,183,221,summer,1,0,0
65,female,53387,doctorate,2,skiing,4567,urban,264,127,fall,0,1,0
53,non-binary,29604,doctorate,2,sunbathing,2810,suburban,2,229,winter,1,1,0
35,non-binary,90997,master,8,hiking,900,suburban,24,100,fall,0,1,1
66,non-binary,36644,master,9,skiing,1903,urban,253,92,summer,0,1,0
56,non-binary,113945,doctorate,8,sunbathing,1144,rural,151,291,winter,1,0,0
49,male,96171,bachelor,5,sunbathing,1277,rural,70,205,spring,1,0,0
41,non-binary,69058,doctorate,6,skiing,1876,urban,48,170,fall,1,1,1
40,non-binary,22644,high school,8,swimming,509,suburban,68,182,spring,1,1,0
49,non-binary,106425,high school,5,skiing,2979,rural,84,69,spring,0,0,0
54,male,58272,high school,5,skiing,2451,rural,85,95,fall,1,0,1
29,female,40208,doctorate,9,sunbathing,2564,urban,36,154,winter,1,0,0
66,male,108201,bachelor,0,swimming,4168,rural,108,296,fall,1,0,0
30,non-binary,32709,high school,0,sunbathing,4349,rural,258,42,summer,1,1,0
40,non-binary,85687,doctorate,2,swimming,4335,suburban,90,280,spring,1,1,0
42,male,92414,doctorate,8,swimming,4887,rural,52,195,spring,1,1,0
52,female,91404,doctorate,7,sunbathing,4100,suburban,141,237,winter,1,0,0
58,male,101966,high school,9,sunbathing,1172,rural,273,135,fall,1,1,0
47,male,60790,high school,2,swimming,3089,rural,29,42,spring,0,1,0
34,non-binary,93556,high school,3,swimming,2573,suburban,162,288,fall,0,1,0
66,male,97057,bachelor,6,hiking,3222,suburban,231,92,summer,1,1,0
37,male,27540,bachelor,2,sunbathing,2077,suburban,37,220,winter,1,0,0
65,male,68507,master,8,swimming,2971,suburban,215,263,fall,1,1,0
42,male,72381,bachelor,4,sunbathing,3529,suburban,57,182,winter,1,0,0
39,male,88760,bachelor,8,hiking,2606,suburban,141,218,winter,1,1,1
30,male,42896,high school,0,sunbathing,2339,rural,199,193,spring,1,1,0
36,non-binary,59101,master,8,swimming,3507,suburban,31,147,spring,1,1,0
66,non-binary,39197,bachelor,4,hiking,4508,rural,222,166,winter,0,1,0
53,non-binary,29472,master,3,skiing,2695,rural,125,177,spring,0,0,1
29,non-binary,39931,doctorate,6,sunbathing,3941,urban,43,224,summer,0,1,0
58,male,94942,bachelor,6,swimming,4673,suburban,174,82,spring,0,1,0
36,male,67059,bachelor,3,hiking,1866,suburban,190,251,summer,1,0,1
29,male,119514,bachelor,8,swimming,3214,suburban,219,75,spring,0,0,0
26,male,103567,high school,2,skiing,2728,urban,20,174,fall,0,1,1
24,non-binary,105301,bachelor,3,skiing,2558,rural,86,10,fall,0,0,0
45,non-binary,84452,high school,1,sunbathing,2977,urban,159,254,summer,1,1,0
31,male,38870,bachelor,9,swimming,3095,urban,134,258,winter,1,0,0
48,male,72829,master,5,hiking,3131,urban,108,290,fall,0,1,1
69,male,93686,high school,5,sunbathing,2827,suburban,63,130,fall,0,1,0
36,male,57850,bachelor,4,sunbathing,3434,suburban,249,75,winter,1,0,0
64,female,92500,doctorate,6,swimming,4113,urban,128,141,winter,1,0,0
33,female,20233,bachelor,5,swimming,2876,suburban,25,139,fall,0,1,0
22,female,55904,bachelor,6,hiking,2247,suburban,164,55,fall,1,1,0
52,female,46674,master,4,sunbathing,572,suburban,17,232,winter,1,0,0
